artifact_id,artifact_path,artifact_type,protocol_version,sha256_prefix,file_size_bytes,is_versionable,reason
MAN_v2af_0000,configs/protocolo_c/v2af_qa_input_manifest_policy.yaml,yaml,v2af,dc34b14903ca5dbe,142,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0001,configs/protocolo_c/v2af_expected_count_policy.yaml,yaml,v2af,eeaae1efe4f77285,163,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0002,configs/protocolo_c/v2af_guardrail_regression_policy.yaml,yaml,v2af,5fcc1901bf7c7c0e,182,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0003,configs/protocolo_c/v2af_registry_regression_policy.yaml,yaml,v2af,1aaacc3f6a839b1a,176,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0004,configs/protocolo_c/v2af_qa_gate_policy.yaml,yaml,v2af,a327bbbe9eb22df4,256,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0005,configs/protocolo_c/v2af_next_programming_target_policy.yaml,yaml,v2af,14d807314bcfbb11,190,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0006,datasets/protocolo_c/v2af_qa_input_manifest.csv,csv,v2af,b64442dd11c6ea26,4469,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0007,datasets/protocolo_c/v2af_artifact_freshness_audit.csv,csv,v2af,a8c352d8d52ef103,5022,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0008,datasets/protocolo_c/v2af_expected_count_validation.csv,csv,v2af,a5e4544b5df83e00,467,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0009,datasets/protocolo_c/v2af_guardrail_regression.csv,csv,v2af,6d514949081d4d32,25409,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0010,datasets/protocolo_c/v2af_canonical_registry_regression.csv,csv,v2af,6c380237a3470438,1112,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0011,datasets/protocolo_c/v2af_event_patch_v2_regression.csv,csv,v2af,5eeda95ef4f8b834,734,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0012,datasets/protocolo_c/v2af_qa_gate_orchestration.csv,csv,v2af,ef2c83a9e437b28a,987,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0013,datasets/protocolo_c/v2af_failure_report.csv,csv,v2af,5859b7a8912ab2e9,203,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0014,datasets/protocolo_c/v2af_next_programming_target_ranker.csv,csv,v2af,9400e31da36a8622,1240,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0015,datasets/protocolo_c/v2af_ground_reference_blocker_matrix.csv,csv,v2af,589e1a4f8682edcc,5738,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0016,datasets/protocolo_c/v2af_next_actions_registry.csv,csv,v2af,254af7dbcb2cd57b,355,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0017,docs/metodologia_cientifica/protocolo_c_v2af_event_patch_v2_qa_automation.md,md,v2af,788eca777f8feb62,809,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0018,docs/metodologia_cientifica/protocolo_c_relatorio_v2af_event_patch_v2_qa_automation.md,md,v2af,958297b163922ea7,2863,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
MAN_v2af_0019,docs/metodologia_cientifica/protocolo_c_status_atual_v2af.md,md,v2af,a51d0f0d24b22bfa,478,true,"v2af QA automation artifact; no raw data, no private path, no inferred date or crosswalk."
